file_name,Item Type,Publication Year,Author,Title,Url,Abstract Note,Date,Date Added,Date Modified,Access Date
mpireport2024en,report,2024,"Nations, United",2024 Global Multidimensional Poverty Index (MPI),https://hdr.undp.org/content/2024-global-multidimensional-poverty-index-mpi,The 2024 Global Multidimensional Poverty Index (MPI) report overlays violent conflict data with multidimensional poverty data to better understand their interlinkages across countries and over time.,10/17/2024,2/27/2025 19:33,2/27/2025 19:33,2/27/2025 19:33
